0, 1, 0, -0.5
0.08, 0.997037, -0.04, -0.499259
0.159527, 0.988179, -0.0798817, -0.497042
0.238117, 0.973516, -0.119529, -0.493366
0.315323, 0.953196, -0.158829, -0.488256
0.390724, 0.92742, -0.197674, -0.481748
0.463931, 0.896435, -0.235964, -0.473888
0.534591, 0.860529, -0.273607, -0.464727
0.602393, 0.820022, -0.310518, -0.454324
0.667067, 0.775257, -0.346622, -0.442741
0.728388, 0.726596, -0.381856, -0.430045
0.786174, 0.674408, -0.416163, -0.416306
0.840284, 0.619067, -0.449498, -0.401594
0.890618, 0.560944, -0.481822, -0.385979
0.93711, 0.500401, -0.513107, -0.369532
0.979726, 0.437788, -0.543331, -0.35232
1.01846, 0.373442, -0.572479, -0.334411
1.05334, 0.307682, -0.600543, -0.315869
1.08441, 0.240807, -0.62752, -0.296755
1.11172, 0.173098, -0.65341, -0.277127
1.13535, 0.104817, -0.678219, -0.25704
1.15539, 0.0362046, -0.701956, -0.236547
1.17194, -0.0325176, -0.724632, -0.215697
1.1851, -0.101146, -0.746261, -0.194535
1.19498, -0.169494, -0.766857, -0.173103
1.2017, -0.237393, -0.786437, -0.151443
1.20536, -0.30469, -0.80502, -0.12959
1.2061, -0.371246, -0.822623, -0.10758
1.20401, -0.436934, -0.839265, -0.0854437
1.19923, -0.501641, -0.854966, -0.0632118
1.19185, -0.565266, -0.869744, -0.0409117
1.182, -0.627717, -0.883618, -0.0185691
1.16979, -0.688911, -0.896608, 0.00379218
1.15531, -0.748773, -0.908732, 0.0261497
1.13868, -0.807238, -0.920008, 0.0484829
1.11999, -0.864247, -0.930453, 0.0707723
1.09934, -0.919745, -0.940085, 0.0929999
1.07684, -0.973685, -0.948922, 0.115149
1.05256, -1.02602, -0.956978, 0.137203
1.0266, -1.07672, -0.964269, 0.159147
0.999041, -1.12575, -0.970812, 0.180968
0.969973, -1.17307, -0.976619, 0.202652
0.939472, -1.21866, -0.981705, 0.224186
0.907617, -1.26249, -0.986083, 0.245559
0.874482, -1.30454, -0.989767, 0.266758
0.84014, -1.3448, -0.992767, 0.287774
