0,-0.5,-0.4,0
-0.04,-0.5,-0.4,-0.0444444
-0.08,-0.504444,-0.403522,-0.0884656
-0.120352,-0.513291,-0.410428,-0.131502
-0.161395,-0.526441,-0.420478,-0.173045
-0.203443,-0.543746,-0.433346,-0.212666
-0.246777,-0.565012,-0.448653,-0.250031
-0.291643,-0.590015,-0.465986,-0.284904
-0.338241,-0.618506,-0.484927,-0.317146
-0.386734,-0.65022,-0.505077,-0.346704
-0.437242,-0.684891,-0.526064,-0.373599
-0.489848,-0.722251,-0.547559,-0.397911
-0.544604,-0.762042,-0.569279,-0.41976
-0.601532,-0.804018,-0.590985,-0.439297
-0.66063,-0.847947,-0.612484,-0.456688
-0.721879,-0.893616,-0.633624,-0.472109
-0.785241,-0.940827,-0.654289,-0.485733
-0.85067,-0.9894,-0.674391,-0.49773
-0.918109,-1.03917,-0.693872,-0.508262
-0.987496,-1.09,-0.712691,-0.517478
-1.05877,-1.14175,-0.730826,-0.525519
-1.13185,-1.1943,-0.748269,-0.53251
-1.20667,-1.24755,-0.76502,-0.538567
-1.28318,-1.30141,-0.78109,-0.543794
-1.36129,-1.35579,-0.796493,-0.548284
-1.44094,-1.41061,-0.811249,-0.552119
-1.52206,-1.46583,-0.82538,-0.555374
-1.6046,-1.52136,-0.83891,-0.558113
-1.68849,-1.57718,-0.851864,-0.560397
-1.77368,-1.63322,-0.864267,-0.562275
-1.8601,-1.68944,-0.876146,-0.563795
-1.94772,-1.74582,-0.887525,-0.564997
-2.03647,-1.80232,-0.898429,-0.565918
-2.12631,-1.85891,-0.908882,-0.566588
-2.2172,-1.91557,-0.918906,-0.567036
-2.30909,-1.97228,-0.928524,-0.567288
-2.40194,-2.029,-0.937757,-0.567366
-2.49572,-2.08574,-0.946624,-0.567289
-2.59038,-2.14247,-0.955144,-0.567076
-2.6859,-2.19918,-0.963336,-0.566741
-2.78223,-2.25585,-0.971215,-0.5663
-2.87935,-2.31248,-0.978799,-0.565764
-2.97723,-2.36906,-0.986101,-0.565144
-3.07584,-2.42557,-0.993137,-0.56445
-3.17515,-2.48202,-0.999919,-0.563691
-3.27515,-2.53839,-1.00646,-0.562875
-3.37579,-2.59467,-1.01277,-0.562009
-3.47707,-2.65088,-1.01887,-0.5611
-3.57896,-2.70699,-1.02476,-0.560152
-3.68143,-2.763,-1.03045,-0.559171
-3.78448,-2.81892,-1.03595,-0.558161
-3.88807,-2.87473,-1.04127,-0.557127
-3.9922,-2.93045,-1.04642,-0.556072
-4.09684,-2.98605,-1.05141,-0.555
-4.20198,-3.04155,-1.05625,-0.553912
-4.30761,-3.09694,-1.06093,-0.552813
-4.4137,-3.15223,-1.06547,-0.551703
-4.52025,-3.2074,-1.06988,-0.550587
-4.62724,-3.26246,-1.07416,-0.549464
-4.73465,-3.3174,-1.07831,-0.548337
-4.84248,-3.37224,-1.08234,-0.547208
-4.95072,-3.42696,-1.08626,-0.546078
-5.05934,-3.48156,-1.09007,-0.544947
-5.16835,-3.53606,-1.09378,-0.543818
-5.27773,-3.59044,-1.09738,-0.542691
-5.38747,-3.64471,-1.10089,-0.541567
-5.49755,-3.69887,-1.1043,-0.540447
-5.60798,-3.75291,-1.10763,-0.539331
-5.71875,-3.80684,-1.11087,-0.538221
-5.82983,-3.86067,-1.11402,-0.537116
-5.94124,-3.91438,-1.1171,-0.536017
-6.05295,-3.96798,-1.1201,-0.534925
-6.16496,-4.02147,-1.12302,-0.533839
