-3.14159,-4.76839e-06
-3.07876,-4.83755e-06
-3.01593,-4.74621e-06
-2.9531,-4.91506e-06
-2.89027,-4.79998e-06
-2.82743,-4.51241e-06
-2.7646,-4.808e-06
-2.70177,-4.74296e-06
-2.63894,-4.55723e-06
-2.57611,-4.80043e-06
-2.51327,-5.23098e-06
-2.45044,-4.40937e-06
-2.38761,-5.15127e-06
-2.32478,-4.96311e-06
-2.26195,-4.30142e-06
-2.19911,-4.66468e-06
-2.13628,-4.22709e-06
-2.07345,-4.76341e-06
-2.01062,-4.68968e-06
-1.94779,-4.29075e-06
-1.88496,-3.18261e-06
-1.82212,-2.03724e-06
-1.75929,-1.82904e-06
-1.69646,-5.94464e-07
-1.63363,-7.59422e-06
-1.5708,0.111997
-1.50796,2.37313e-07
-1.44513,4.51791e-06
-1.3823,2.86283e-06
-1.31947,3.71496e-06
-1.25664,3.37549e-06
-1.1938,2.50967e-06
-1.13097,2.44982e-06
-1.06814,2.90753e-06
-1.00531,3.22593e-06
-0.942477,3.14358e-06
-0.879645,2.80526e-06
-0.816813,2.35094e-06
-0.753981,2.86181e-06
-0.691149,3.01693e-06
-0.628318,3.09437e-06
-0.565486,3.17675e-06
-0.502654,3.26487e-06
-0.439822,3.29371e-06
-0.37699,3.46176e-06
-0.314158,3.57232e-06
-0.251326,3.50768e-06
-0.188495,3.2767e-06
-0.125663,3.3644e-06
-0.0628309,3.28475e-06
9.65337e-07,3.27827e-06
0.0628328,3.34447e-06
0.125665,3.18416e-06
0.188497,3.21602e-06
0.251328,3.50768e-06
0.31416,3.44697e-06
0.376992,3.58997e-06
0.439824,3.35959e-06
0.502656,3.40091e-06
0.565488,3.17675e-06
0.62832,3.24173e-06
0.691151,2.86222e-06
0.753983,3.43418e-06
0.816815,2.43801e-06
0.879647,2.99229e-06
0.942479,3.85343e-06
1.00531,2.89222e-06
1.06814,2.35077e-06
1.13097,3.00979e-06
1.19381,3.40022e-06
1.25664,3.47195e-06
1.31947,2.45668e-06
1.3823,2.62429e-06
1.44513,1.66451e-06
1.50797,4.39045e-06
1.5708,-0.119999
1.63363,-1.54252e-06
1.69646,-1.78337e-06
1.75929,-2.86282e-06
1.82213,-3.47527e-06
1.88496,-4.43635e-06
1.94779,-4.20977e-06
2.01062,-4.75965e-06
2.07345,-3.95918e-06
2.13628,-4.89451e-06
2.19912,-4.46185e-06
2.26195,-5.04948e-06
2.32478,-5.05017e-06
2.38761,-4.82419e-06
2.45044,-4.95087e-06
2.51328,-4.42054e-06
2.57611,-4.87102e-06
2.63894,-4.62524e-06
2.70177,-5.00645e-06
2.7646,-4.67979e-06
2.82744,-4.76309e-06
2.89027,-4.67691e-06
2.9531,-4.67234e-06
3.01593,-4.74621e-06
3.07876,-4.7181e-06
